data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2021,162418026,147281472,1,4,,,,32,29,F,10,20,R,29,
2021,162418027,147281473,1,4,,,,43,40,M,10,20,R,40,
2021,162418028,147281474,1,4,,,,35,32,M,98,20,R,32,
2021,162418029,147281475,1,4,,,,14,11,M,10,20,R,11,
2021,162418030,147281475,2,4,,,,42,39,F,10,20,R,39,
2021,162418031,147281476,1,1,,,,104,NS,X,99,50,,,
2021,162418032,147281477,1,8,,,,104,NS,X,99,50,,,
2021,162418033,147281478,1,4,,,,42,39,F,20,20,R,39,
2021,162418034,147281479,1,1,,,,104,NS,X,99,50,,,
2021,162418035,147281480,1,4,,,,35,32,F,10,20,R,32,
2021,162418036,147281481,1,4,,,,39,36,F,10,20,R,36,
2021,162418037,147281482,1,4,,,,30,27,M,10,20,R,27,
2021,162418038,147281483,1,4,,,,33,30,F,10,20,R,30,
2021,162418039,147281484,1,4,,,,59,56,M,20,20,R,56,
2021,162418040,147281485,1,4,,,,35,32,F,30,20,R,32,
2021,162418041,147281486,1,4,,,,45,42,F,10,20,R,42,
2021,162418042,147281487,1,4,,,,31,28,M,10,20,R,28,
2021,162418043,147281488,1,4,,,,40,37,F,10,20,R,37,
2021,162418044,147281489,1,4,,,,54,51,F,10,20,R,51,
2021,162418045,147281490,1,4,,,,38,35,F,98,40,N,35,
2021,162418046,147281491,1,8,,,,104,NS,X,99,50,,,
2021,162418047,147281492,1,4,,,,28,25,F,20,20,R,25,
2021,162418048,147281492,2,4,,,,31,28,M,20,20,R,28,
2021,162418049,147281493,1,4,,,,24,21,F,20,20,R,21,
2021,165663806,150127568,1,4,,,,57,54,F,10,20,R,54,
2021,163964171,148637830,2,4,,,,57,54,M,10,20,N,54,
2021,163964172,148637830,3,4,,,,22,19,M,10,20,R,19,
2021,162418054,147281496,1,4,,,,45,42,M,20,20,N,42,
2021,162418055,147281496,2,4,,,,36,33,F,10,20,N,33,
2021,162418056,147281497,1,4,,,,41,38,M,10,20,R,38,
2021,162418057,147281497,2,4,,,,34,31,M,10,10,R,31,
2021,162418058,147281498,1,4,,,,56,53,F,10,20,R,53,
2021,162418059,147281499,1,4,,,,53,50,M,10,20,R,50,
2021,162418060,147281500,1,4,,,,56,53,F,20,40,R,53,
2021,162418061,147281501,1,4,,,,38,35,M,20,20,R,35,
2021,162418062,147281501,2,4,,,,37,34,F,20,20,R,34,
2021,162418063,147281502,1,4,,,,47,44,F,10,20,R,44,
2021,162418064,147281503,1,8,,,,104,NS,X,99,50,,,
2021,162418065,147281504,1,4,,,,26,23,M,10,20,N,23,
2021,162418066,147281504,2,8,,,,104,NS,X,99,50,,,
2021,162418067,147281505,1,4,,,,45,42,F,10,20,R,42,
2021,162418068,147281506,1,4,,,,32,29,F,30,20,N,29,
2021,163964174,148637832,1,4,,,,36,33,M,10,20,R,33,
2021,163964175,148637832,2,4,,,,37,34,F,10,20,R,34,
2021,163964176,148637832,3,4,,,,79,76,F,10,20,R,76,
2021,163964177,148637832,4,1,,,,104,NS,X,99,50,,,
2021,163964178,148637832,5,8,,,,104,NS,X,99,50,,,
2021,163964179,148637832,6,4,,,,27,24,M,10,20,R,24,
2021,163964180,148637832,7,4,,,,35,32,F,10,20,R,32,
2021,163964181,148637832,8,4,,,,29,26,M,10,20,R,26,
2021,163964182,148637832,9,4,,,,24,21,F,10,20,R,21,
2021,163964183,148637832,10,4,,,,73,70,M,10,20,R,70,
2021,162418079,147281508,1,4,,,,43,40,F,10,20,R,40,
2021,162418080,147281509,1,4,,,,26,23,F,20,20,R,23,
2021,162418081,147281510,1,4,,,,31,28,F,10,20,R,28,
2021,162418082,147281510,2,4,,,,38,35,M,10,20,R,35,
2021,162418083,147281511,1,4,,,,26,23,F,20,20,R,23,
2021,162418084,147281511,2,8,,,,104,NS,X,99,50,,,
2021,163964184,148637833,1,4,,,,95,92,F,10,40,R,92,
2021,162418086,147281513,1,1,,,,104,NS,X,99,50,,,
2021,163964185,148637834,1,1,,,,104,NS,X,99,50,,,
2021,162418088,147281515,1,4,,,,31,28,F,10,20,R,28,
2021,162418089,147281515,2,4,,,,36,33,M,20,20,R,33,
2021,162418090,147281515,3,4,,,,37,34,F,20,20,R,34,
2021,162418091,147281516,1,4,,,,27,24,F,20,20,R,24,
2021,162418092,147281516,2,4,,,,27,24,M,10,20,R,24,
2021,162418093,147281517,1,4,,,,26,23,F,20,20,R,23,
2021,162418094,147281518,1,4,,,,43,40,M,10,20,,35,45
2021,162418095,147281519,1,1,,,,104,NS,X,99,50,,,
2021,162418096,147281520,1,4,,,,29,26,F,98,20,R,26,
2021,162418097,147281521,1,1,,,,104,NS,X,99,50,,,
2021,162418098,147281522,1,4,,,,42,39,M,98,20,N,39,
2021,162418099,147281523,1,1,,,,104,NS,X,99,50,,,
2021,162418100,147281524,1,4,,,,60,57,M,10,20,R,57,
2021,162418101,147281525,1,8,,,,104,NS,X,99,50,,,
2021,162418102,147281526,1,4,,,,24,21,M,10,20,R,21,
2021,162418103,147281527,1,4,,,,37,34,F,10,20,R,34,
2021,162418104,147281528,4,8,,,,104,NS,X,99,50,,,
2021,162418105,147281529,1,4,,,,67,64,M,10,20,R,64,
2021,162418106,147281530,1,4,,,,30,27,F,10,20,R,27,
2021,162418107,147281531,1,1,,,,104,NS,X,99,50,,,
2021,162418108,147281532,1,4,,,,23,20,M,20,20,R,20,
2021,162418109,147281533,1,4,,,,43,40,F,10,20,N,40,
2021,162418110,147281534,1,4,,,,36,33,F,10,20,R,33,
2021,162418111,147281535,1,4,,,,29,26,M,98,40,R,26,
2021,163964186,148637835,1,1,,,,104,NS,X,99,50,,,
2021,162418113,147281537,1,8,,,,104,NS,X,99,50,,,
2021,162418114,147281538,1,4,,,,32,29,F,20,20,R,29,
2021,162418115,147281539,1,4,,,,34,31,M,10,20,R,31,
2021,162418116,147281540,1,4,,,,30,27,F,10,20,R,27,
2021,162418117,147281541,1,8,,,,104,NS,X,99,50,,,
2021,162418118,147281542,1,4,,,,20,17,F,10,20,R,17,
2021,162418119,147281543,1,1,,,,104,NS,X,99,50,,,
2021,162418120,147281544,1,4,,,,30,27,F,20,20,N,27,
2021,162418121,147281545,1,4,,,,62,59,F,10,20,R,59,
2021,162418122,147281546,1,4,,,,61,58,F,10,20,R,58,
2021,163964187,148637836,1,4,,,,64,61,F,10,20,R,61,
2021,162418124,147281548,1,4,,,,35,32,F,10,20,R,32,
2021,162418125,147281549,1,4,,,,52,49,F,10,20,R,49,
2021,163964188,148637837,1,4,,,,62,59,F,10,20,R,59,
2021,162418190,147281609,1,8,,,,104,NS,X,99,50,,,
2021,162418191,147281610,1,8,,,,104,NS,X,99,50,,,
2021,162418192,147281611,1,4,,,,22,19,M,20,20,R,19,
2021,162418193,147281612,1,4,,,,52,49,M,10,20,R,49,
2021,162418194,147281613,1,4,,,,39,36,F,10,20,R,36,
2021,162418195,147281613,2,4,,,,42,39,F,10,20,N,39,
2021,162418196,147281614,2,1,,,,104,NS,X,99,50,,,
2021,162418197,147281615,1,4,,,,56,53,F,10,20,R,53,
2021,162418198,147281616,1,4,,,,43,40,M,20,20,R,40,
2021,162418199,147281617,1,1,,,,104,NS,X,99,50,,,
2021,162418200,147281618,1,4,,,,37,34,M,10,20,N,34,
2021,162418201,147281618,2,4,,,,23,20,F,20,20,R,20,
2021,162418202,147281618,3,4,,,,47,44,M,10,40,R,44,
2021,162418203,147281618,4,4,,,,28,25,F,20,20,R,25,
2021,162418204,147281619,1,4,,,,10,07,M,98,40,R,07,
2021,162418205,147281620,2,1,,,,104,NS,X,99,50,,,
2021,162418206,147281621,1,4,,,,60,57,M,10,20,N,57,
2021,162418207,147281621,2,4,,,,40,37,M,10,20,R,37,
2021,163964189,148637838,1,1,,,,104,NS,X,99,50,,,
2021,163964190,148637838,2,1,,,,104,NS,X,99,50,,,
2021,162418210,147281623,1,4,,,,25,22,M,10,20,R,22,
2021,162418211,147281624,1,4,,,,45,42,M,10,20,N,42,
2021,162418212,147281625,1,4,,,,48,45,M,10,40,R,45,
2021,162418213,147281626,1,4,,,,30,27,F,10,20,R,27,
2021,162418214,147281626,2,8,,,,104,NS,X,99,50,,,
2021,162418215,147281627,1,4,,,,30,27,M,10,20,R,27,
2021,162418216,147281628,1,1,,,,104,NS,X,99,50,,,
2021,162418217,147281629,1,4,,,,60,57,M,10,20,R,57,
2021,162418218,147281629,2,4,,,,31,28,F,10,20,N,28,
2021,162418219,147281630,2,8,,,,104,NS,X,99,50,,,
2021,162418220,147281631,1,4,,,,33,30,F,10,20,N,30,
2021,162418221,147281632,1,4,,,,60,57,F,10,20,R,57,
2021,162418222,147281633,1,8,,,,104,NS,X,99,50,,,
2021,162418223,147281634,1,1,,,,104,NS,X,99,50,,,
2021,163964191,148637839,1,4,,,,29,26,F,10,10,R,26,
2021,162418225,147281636,1,4,,,,45,42,F,10,20,R,42,
2021,162418226,147281637,1,8,,,,104,NS,X,99,50,,,
2021,162418227,147281637,2,4,,,,39,36,F,20,20,R,36,
2021,162418228,147281637,3,4,,,,19,16,F,98,50,R,16,
2021,162418229,147281638,1,4,,,,49,46,M,30,20,R,46,
2021,162418230,147281638,2,4,,,,62,59,M,10,20,N,59,
2021,162418231,147281639,1,4,,,,50,47,F,10,20,N,47,
2021,162418232,147281640,1,8,,,,104,NS,X,99,50,,,
2021,162418233,147281641,4,8,,,,104,NS,X,99,50,,,
2021,162418234,147281642,1,4,,,,31,28,M,10,20,R,28,
2021,162418235,147281643,1,8,,,,104,NS,X,99,50,,,
2021,162418236,147281644,1,1,,,,104,NS,X,99,50,,,
2021,162418237,147281645,1,1,,,,104,NS,X,99,50,,,
2021,162418238,147281646,1,4,,,,40,37,F,10,20,R,37,
2021,162418239,147281647,1,4,,,,35,32,M,10,20,R,32,
2021,162418240,147281648,1,4,,,,27,24,M,30,20,R,24,
2021,162418241,147281649,1,4,,,,50,47,F,10,40,R,47,
2021,162418242,147281649,2,4,,,,27,24,M,10,50,R,24,
2021,162418243,147281649,3,4,,,,26,23,M,10,40,R,23,
2021,162418244,147281649,4,4,,,,29,26,F,10,50,R,26,
2021,162418245,147281650,1,4,,,,26,23,M,10,20,R,23,
2021,162418246,147281651,1,4,,,,38,35,F,30,10,R,35,
2021,162418247,147281652,1,1,,,,104,NS,X,99,50,,,
2021,162418248,147281652,2,2,,,,104,NS,X,99,50,,,
2021,162418249,147281653,1,4,,,,32,29,F,10,20,R,29,
2021,162418250,147281653,2,4,,,,38,35,M,10,20,R,35,
2021,162418251,147281654,1,4,,,,65,62,F,10,20,R,62,
2021,162418252,147281655,1,4,,,,46,43,M,30,40,R,43,
2021,162418253,147281655,2,8,,,,104,NS,X,99,50,,,
2021,162418254,147281656,1,4,,,,29,26,F,10,20,R,26,
2021,162418255,147281657,1,4,,,,43,40,M,10,20,R,40,
2021,162418256,147281658,1,4,,,,36,33,F,10,20,R,33,
2021,162418257,147281658,2,4,,,,43,40,M,10,20,R,40,
2021,162418258,147281659,1,4,,,,76,73,M,10,20,R,73,
2021,162418259,147281659,2,4,,,,68,65,F,10,20,R,65,
2021,162418260,147281659,3,4,,,,91,88,F,98,20,R,88,
2021,162418261,147281659,4,4,,,,50,47,F,10,20,R,47,
2021,162418262,147281660,1,4,,,,27,24,F,30,20,R,24,
2021,162418263,147281661,1,4,,,,22,19,M,10,20,R,19,
2021,162418264,147281662,1,4,,,,23,20,M,10,20,R,20,
2021,162418265,147281662,2,4,,,,23,20,M,10,20,R,20,
2021,162418266,147281662,3,8,,,,104,NS,X,99,50,,,
2021,162418267,147281662,4,1,,,,104,NS,X,99,50,,,
2021,162418268,147281663,1,8,,,,104,NS,X,99,50,,,
2021,162418269,147281664,1,1,,,,104,NS,X,99,50,,,
2021,162418270,147281665,1,1,,,,104,NS,X,99,50,,,
2021,162418271,147281666,1,4,,,,60,57,F,10,40,N,57,
2021,162418272,147281667,1,5,3,1,,38,35,F,10,20,R,30,40
2021,162418273,147281668,1,1,,,,104,NS,X,99,50,,,
2021,162418274,147281669,1,4,,,,67,64,M,10,20,R,64,
2021,162418275,147281670,1,4,,,,67,64,M,10,40,R,64,
2021,162418276,147281671,1,1,,,,104,NS,X,99,50,,,
2021,162418277,147281672,1,1,,,,104,NS,X,99,50,,,
2021,162418278,147281673,1,8,,,,104,NS,X,99,50,,,
2021,162418279,147281674,1,1,,,,104,NS,X,99,50,,,
2021,162418280,147281675,1,4,,,,61,58,M,10,50,R,58,
2021,162418281,147281676,1,4,,,,25,22,F,10,20,R,22,
2021,162418282,147281677,1,1,,,,104,NS,X,99,50,,,
2021,162418283,147281678,1,8,,,,104,NS,X,99,50,,,
2021,162418284,147281679,1,1,,,,104,NS,X,99,50,,,
2021,162418285,147281680,1,4,,,,60,57,M,10,20,R,57,
2021,162418286,147281680,2,4,,,,42,39,F,10,20,N,39,
2021,162418287,147281681,1,4,,,,57,54,F,10,20,R,54,
2021,162418288,147281682,1,4,,,,6,03,F,20,20,R,03,
2021,163964192,148637840,1,4,,,,42,39,F,10,20,N,39,
2021,162418290,147281684,1,4,,,,30,27,M,10,20,N,27,
2021,162418291,147281684,2,4,,,,32,29,M,10,20,R,29,
2021,162418292,147281685,1,4,,,,34,31,M,10,40,R,31,
2021,162418293,147281686,1,4,,,,37,34,M,20,20,R,34,
2021,162418294,147281686,2,4,,,,35,32,F,20,20,R,32,
2021,163964193,148637841,1,4,,,,59,56,F,10,20,N,56,
2021,163964194,148637841,2,8,,,,104,NS,X,99,50,,,
2021,162418297,147281688,2,4,,,,32,29,M,20,20,R,29,
2021,162418298,147281689,2,4,,,,31,28,M,20,20,R,28,
2021,163964195,148637842,1,4,,,,51,48,M,40,20,R,48,
2021,162418300,147281691,1,8,,,,104,NS,X,99,50,,,
2021,163964196,148637843,1,8,,,,104,NS,X,99,50,,,
2021,163964197,148637843,2,4,,,,24,21,M,10,20,N,21,
2021,162418303,147281693,1,4,,,,28,25,M,10,20,R,25,
2021,162418304,147281693,2,4,,,,25,22,F,10,20,R,22,
2021,162418305,147281694,1,1,,,,104,NS,X,99,50,,,
2021,162418306,147281695,1,4,,,,28,25,M,10,20,R,25,
2021,162418307,147281696,1,4,,,,42,39,M,10,20,R,39,
2021,162418308,147281696,2,4,,,,43,40,M,10,20,R,40,
2021,162418309,147281697,1,4,,,,33,30,M,10,20,R,30,
2021,162418310,147281697,2,4,,,,31,28,F,10,20,R,28,
2021,162418311,147281698,1,4,,,,27,24,M,10,20,R,24,
